,Loaded_line,Destination,Material,CUST_THICKNESS,CUST_WIDTH,KS_GRADE01,ZINC01,Sector,Creation,CBE$
2622,CR,Local,CRCF,0.8,1250.0,Normal Grade,0.0,Local Companies,Other,2310
2633,CR,Local,CRCF,0.5,1000.0,Normal Grade,0.0,Local Traders,EXW,1710
2637,CR,Local,CRCF,1.2,1244.0,Normal Grade,0.0,Local Traders,EXW,1710
2638,CR,Local,CRCF,1.066,1000.0,Normal Grade,0.0,Local Traders,EXW,1510
2645,GI,Export,GCCF,0.55,1250.0,Normal Grade,100.0,Export Near,Other,2510
2648,GI,Export,GCCF,1.5,1250.0,Normal Grade,200.0,Export Near,Other,2310
2649,GI,Export,GHCF,2.0,1250.0,Normal Grade,200.0,Export Near,Other,2310
2654,GI,Local,GCCF,1.25,1000.0,Normal Grade,60.0,Local Traders,EXW,1430
2655,GI,Local,GCCF,1.5,1000.0,Normal Grade,60.0,Local Traders,EXW,1430
2661,PP,Local,POCF,0.4,1080.0,Normal Grade,80.0,Local Companies,EXW,1970
2662,PP,Local,POCF,0.4,1220.0,Normal Grade,80.0,Local Companies,EXW,1970
2663,PP,Export,POCF,0.4,918.6,Normal Grade,140.0,Export Near,Other,2650
2666,GI,Export,GCCF,0.3,1000.0,Normal Grade,60.0,Export Near,FOB,2310
2669,CR,Export,CRCF,0.5,1250.0,Normal Grade,0.0,Export Near,FOB,2190
2677,CR,Local,CRCF,0.9,1250.0,Normal Grade,0.0,Local Traders,EXW,1710
2678,CR,Local,CRCF,1.0,1200.0,Normal Grade,0.0,Local Traders,EXW,1710
2679,GI,Local,GCCF,0.4,1250.0,Normal Grade,60.0,Local Traders,EXW,1630
2686,GI,Local,GCCF,0.75,1250.0,Normal Grade,110.0,Local Traders,EXW,1630
2710,CR,Local,CRCF,0.4,1250.0,Normal Grade,0.0,Local Traders,EXW,1710
2712,CR,Local,CRCF,0.55,1250.0,Normal Grade,0.0,Local Traders,EXW,1710
2725,GI,Local,GCCF,0.3,1250.0,Normal Grade,180.0,Local Companies,EXW,2030
2736,CR,Local,CRCF,1.0,1250.0,Normal Grade,0.0,Local Companies,EXW,1910
2738,CR,Local,CRCF,1.5,1250.0,Normal Grade,0.0,Local Companies,EXW,1710
2739,CR,Local,CRCF,0.35,1250.0,Normal Grade,0.0,Local Traders,EXW,1910
2758,CR,Export,CRCF,0.9,1210.0,Normal Grade,0.0,Export Near,Other,2590
2759,CR,Export,CRCF,0.9,1210.0,Normal Grade,0.0,Export Near,EXW,2430
2766,CR,Local,CRNF,0.7,608.0,Special Grade,0.0,Local Companies,EXW,2210
2769,CR,Local,CRNF,0.9,808.0,Special Grade,0.0,Local Companies,EXW,2210
2770,GI,Export,GCCF,1.5,1250.0,Normal Grade,80.0,Export Near,Other,2310
2771,GI,Export,GHCF,2.0,1250.0,Normal Grade,80.0,Export Near,Other,2310
2776,CR,Local,CRNF,0.5,750.0,Normal Grade,0.0,Local Companies,Other,2430
2783,GI,Local,GHCF,1.5,1250.0,Normal Grade,80.0,Local Traders,EXW,1430
2784,GI,Local,GHCF,1.8,1250.0,Normal Grade,80.0,Local Traders,EXW,1430
2785,GI,Local,GHCF,2.0,1250.0,Normal Grade,80.0,Local Traders,EXW,1430
2788,PP,Export,POCF,1.066,1000.0,Normal Grade,100.0,Export Near,Other,2650
2790,CR,Local,CRCF,0.42,1300.0,Normal Grade,0.0,Local Companies,EXW,2310
2798,GI,Local,GHSF,1.1400000000000001,1250.0,Normal Grade,60.0,Local Companies,Other,2210
2799,PP,Local,POCF,0.5,1000.0,Normal Grade,100.0,Local Companies,EXW,1890
2803,CR,Local,CRNF,0.6,657.0,Normal Grade,0.0,Local Companies,EXW,2030
2804,CR,Local,CRRF,0.6,498.0,Normal Grade,0.0,Local Companies,EXW,2310
2806,CR,Local,CRRF,0.5,498.0,Normal Grade,0.0,Local Companies,EXW,2310
2810,CR,Local,CRRF,0.5,500.0,Special Grade,0.0,Local Companies,EXW,2490
2812,CR,Local,CRRF,0.6,550.0,Special Grade,0.0,Local Companies,EXW,2490
2813,GI,Local,GCNF,0.6,735.0,Normal Grade,60.0,Local Companies,EXW,1950
2818,GI,Local,GCSF,0.5,735.0,Normal Grade,60.0,Local Companies,EXW,2090
2819,GI,Local,GCSF,1.0,1000.0,Normal Grade,60.0,Local Companies,EXW,2090
2820,GI,Local,GCSF,1.066,1000.0,Normal Grade,60.0,Local Companies,EXW,1890
2823,Other,Export,CPSF,2.0,1000.0,Normal Grade,0.0,Export Near,EXW,2570
2828,PP,Local,PORF,0.4,918.6,Normal Grade,60.0,Local Companies,Other,2770
2832,PP,Export,POCF,0.45,1250.0,Normal Grade,200.0,Export Near,Other,2650
2833,PP,Export,POCF,0.4,1075.0,Normal Grade,200.0,Export Near,Other,2650
2834,PP,Export,POCF,0.4,1250.0,Normal Grade,200.0,Export Near,EXW,2490
2835,PP,Export,POCF,0.8,1250.0,Normal Grade,200.0,Export Near,Other,2650
2845,CR,Local,CRSF,0.8,1100.0,Normal Grade,0.0,Local Companies,Other,2570
2846,CR,Local,CRCF,0.4,1220.0,Special Grade,0.0,Local Companies,Other,2490
2857,PP,Local,PONF,0.4,826.0,Normal Grade,80.0,Local Companies,EXW,2090
2858,PP,Local,PONF,0.4,754.0,Normal Grade,80.0,Local Companies,EXW,2090
2859,PP,Local,PORF,0.4,565.0,Normal Grade,80.0,Local Companies,EXW,2370
2862,PP,Local,PONF,0.4,700.0,Normal Grade,60.0,Local Companies,EXW,2090
2863,CR,Export,CRCF,0.63,1250.0,Normal Grade,0.0,Export Near,Other,2590
2864,CR,Export,CRCF,0.72,1250.0,Normal Grade,0.0,Export Near,Other,2590
2865,CR,Export,CRCF,1.08,1250.0,Normal Grade,0.0,Export Near,Other,2590
2866,CR,Export,CRCF,0.63,1000.0,Normal Grade,0.0,Export Near,EXW,2430
2867,CR,Export,CRCF,0.72,1000.0,Normal Grade,0.0,Export Near,Other,2590
2868,CR,Export,CRCF,0.82,595.2,Normal Grade,0.0,Export Near,Other,2590
2872,GI,Local,GHCF,2.0,1250.0,Normal Grade,275.0,Local Companies,Other,2150
2873,GI,Local,GHCF,1.0,1250.0,Normal Grade,275.0,Local Companies,Other,2350
2874,GI,Export,GHRF,2.15,390.0,Special Grade,275.0,Export Near,Other,3010
2887,GI,Local,GCCF,0.6,1250.0,Normal Grade,60.0,Local Traders,EXW,1630
2892,CR,Export,CRCF,1.5,1200.0,Normal Grade,0.0,Export Near,EXW,2390
2899,GI,Export,GCCF,0.4,1250.0,Normal Grade,80.0,Export Near,Other,2510
2900,GI,Export,GCCF,1.1400000000000001,1250.0,Normal Grade,80.0,Export Near,Other,2310
2917,PP,Local,PONF,0.4,918.6,Normal Grade,100.0,Local Companies,Other,2490
2919,GI,Local,GCSF,1.1400000000000001,1250.0,Normal Grade,275.0,Local Companies,Other,2410
2920,GI,Local,GCSF,1.0,1250.0,Normal Grade,180.0,Local Companies,Other,2410
2928,GI,Local,GCRF,0.5,450.0,Normal Grade,80.0,Local Companies,EXW,2230
2929,GI,Local,GCSF,1.0,1200.0,Normal Grade,80.0,Local Companies,EXW,2090
2931,CR,Local,CRNF,0.5,854.0,Normal Grade,0.0,Local Companies,EXW,2030
2932,GI,Local,GCSF,1.1400000000000001,1250.0,Normal Grade,80.0,Local Companies,EXW,1890
2952,GI,Local,GCSF,1.25,1250.0,Normal Grade,110.0,Local Companies,Other,2290
2953,GI,Local,GCSF,1.0,1250.0,Normal Grade,110.0,Local Companies,Other,2490
2954,GI,Local,GHSF,2.0,1000.0,Normal Grade,110.0,Local Companies,Other,2290
2959,GI,Export,GCRF,1.5,280.0,Normal Grade,140.0,Export Near,EXW,2550
2960,GI,Export,GCRF,1.8,280.0,Normal Grade,140.0,Export Near,Other,2710
2961,GI,Export,GHRF,2.0,280.0,Normal Grade,140.0,Export Near,Other,2710
2962,GI,Export,GHRF,2.0,350.0,Normal Grade,140.0,Export Near,Other,2710
2968,GI,Export,GCCF,0.9400000000000001,1219.0,Normal Grade,120.0,Export Far,Other,2850
2969,GI,Export,GCCF,0.4,1250.0,Normal Grade,80.0,Export Near,Other,2350
2973,CR,Export,CRSF,0.5,1000.0,Normal Grade,0.0,Export Far,Other,2850
2975,GI,Export,GHSF,2.0,1220.0,Normal Grade,120.0,Export Far,EXW,3110
2977,CR,Export,CRSF,0.8400000000000001,1220.0,Normal Grade,0.0,Export Far,Other,3190
2989,GI,Export,GCSF,1.45,1220.0,Normal Grade,120.0,Export Far,Other,3110
2996,CR,Local,CRSF,0.5,1175.0,Normal Grade,0.0,Local Companies,Other,2570
3007,GI,Export,GCSF,0.8,1220.0,Normal Grade,120.0,Export Far,Other,3150
3011,GI,Local,GCCF,0.4,1196.0,Special Grade,100.0,Local Companies,EXW,2010
3012,GI,Local,GCCF,0.45,1210.0,Special Grade,100.0,Local Companies,EXW,2010
3013,CR,Export,CRSF,0.6,1000.0,Normal Grade,0.0,Export Far,EXW,3390
3016,GI,Local,GHCF,2.0,1250.0,Normal Grade,180.0,Local Companies,Other,1630
3017,GI,Export,GCCF,1.2,1018.0,Normal Grade,275.0,Export Near,Other,2810
3018,CR,Export,CRCF,1.5,1275.0,Normal Grade,0.0,Export Near,Other,2310
3019,CR,Export,CRCF,1.2,1275.0,Normal Grade,0.0,Export Near,Other,2510
3025,CR,Local,CRRF,0.6,520.0,Special Grade,0.0,Local Companies,EXW,2490
3028,CR,Local,CRNF,0.7,640.0,Special Grade,0.0,Local Companies,EXW,2210
3038,CR,Local,CRCF,1.2,1250.0,Normal Grade,0.0,Local Companies,EXW,2010
3041,CR,Local,CRCF,0.75,1000.0,Normal Grade,0.0,Local Traders,EXW,1710
3053,GI,Local,GCRF,0.5,1150.0,Special Grade,100.0,Local Companies,EXW,2410
3054,GI,Local,GCRF,0.7,593.7,Special Grade,100.0,Local Companies,EXW,2410
3055,CR,Local,CRCF,0.6,1000.0,Special Grade,0.0,Local Companies,EXW,2090
3056,CR,Local,CRCF,0.6,1120.0,Special Grade,0.0,Local Companies,EXW,2090
3057,CR,Local,CRCF,0.6,1250.0,Special Grade,0.0,Local Companies,EXW,2090
3058,CR,Local,CRCF,0.6,1100.0,Normal Grade,0.0,Local Companies,EXW,1910
3064,CR,Local,CRNF,0.8,960.0,Special Grade,0.0,Local Companies,EXW,2210
3065,CR,Local,CRCF,0.8,1260.0,Special Grade,0.0,Local Companies,EXW,2090
3066,CR,Local,CRCF,0.8,1280.0,Special Grade,0.0,Local Companies,EXW,2090
3067,CR,Local,CRCF,0.6,1250.0,Normal Grade,0.0,Local Companies,EXW,1910
3068,GI,Local,GCSF,0.6,910.0,Special Grade,80.0,Local Companies,EXW,2270
3069,GI,Local,GCNF,0.6,820.0,Normal Grade,80.0,Local Companies,EXW,2130
3070,GI,Local,GCCF,0.6,1250.0,Normal Grade,80.0,Local Companies,EXW,1830
3080,GI,Local,GCRF,1.2,649.0,Normal Grade,180.0,Local Companies,EXW,2230
3082,GI,Local,GCCF,0.6,1250.0,Normal Grade,120.0,Local Companies,EXW,1750
3087,CR,Local,CRRF,0.6,502.0,Special Grade,0.0,Local Companies,EXW,2490
3092,CR,Local,CRCF,0.7,1200.0,Normal Grade,0.0,Local Traders,EXW,1710
3102,CR,Local,CRCF,1.6,1250.0,Normal Grade,0.0,Local Traders,EXW,1510
3107,CR,Local,CRNF,0.8,958.0,Normal Grade,0.0,Local Companies,EXW,2030
3128,CR,Local,CRSF,1.0,1000.0,Special Grade,0.0,Local Companies,EXW,2270
3130,GI,Export,GCCF,0.57,1000.0,Normal Grade,80.0,Export Near,Other,2230
3157,GI,Local,GCCF,1.5,1250.0,Normal Grade,330.0,Local Companies,EXW,2230
3175,Other,Local,HPCF,1.5,1250.0,Normal Grade,0.0,Local Companies,EXW,1570
3187,PP,Local,PONF,0.5,624.0,Normal Grade,60.0,Local Companies,Other,2490
3190,PP,Local,PONF,0.5,731.0,Normal Grade,60.0,Local Companies,Other,2490
3192,PP,Local,PONF,0.5,661.0,Normal Grade,60.0,Local Companies,Other,2490
3193,CR,Local,CRRF,0.5,1150.0,Special Grade,0.0,Local Companies,EXW,2490
3198,CR,Local,CRCF,1.5,1000.0,Normal Grade,0.0,Local Companies,EXW,1630
3199,CR,Local,CRCF,1.0,1250.0,Normal Grade,0.0,Local Companies,EXW,1830
3211,GI,Local,GCCF,0.75,1219.0,Normal Grade,110.0,Local Traders,EXW,1630
3222,GI,Export,GCSF,0.8400000000000001,1220.0,Normal Grade,120.0,Export Far,Other,3110
3233,GI,Local,GCSF,0.6,546.0,Special Grade,120.0,Local Companies,Other,2670
3245,GI,Local,GCCF,1.0,1220.0,Normal Grade,60.0,Local Companies,EXW,1830
3246,GI,Local,GCCF,0.7,1220.0,Normal Grade,60.0,Local Companies,EXW,1830
3248,GI,Export,GCSF,1.466,1215.0,Normal Grade,120.0,Export Far,EXW,2950
3249,GI,Export,GHSF,2.0,1215.0,Normal Grade,120.0,Export Far,Other,3110
3250,GI,Export,GHCF,2.0,1215.0,Normal Grade,120.0,Export Far,Other,2850
3251,GI,Export,GCSF,1.0,1215.0,Normal Grade,120.0,Export Far,Other,3310
3256,CR,Local,CRCF,0.49,1250.0,Normal Grade,0.0,Local Traders,EXW,1710
3266,GI,Export,GCCF,1.13,1210.0,Normal Grade,100.0,Export Near,Other,2350
3277,CR,Export,CRCF,1.2,1250.0,Normal Grade,0.0,Export Near,EXW,2590
3294,CR,Local,CRNF,1.2,500.0,Normal Grade,0.0,Local Companies,EXW,1950
3295,CR,Local,CRNF,1.2,700.0,Normal Grade,0.0,Local Companies,EXW,1630
3296,CR,Local,CRNF,1.2,800.0,Normal Grade,0.0,Local Companies,EXW,1630
3297,GI,Export,GCCF,0.93,1250.0,Normal Grade,100.0,Export Near,Other,2510
3298,GI,Export,GCCF,1.13,1210.0,Normal Grade,100.0,Export Near,Other,2510
3300,GI,Export,GCCF,1.13,1210.0,Normal Grade,275.0,Export Near,Other,2710
3302,GI,Export,GCCF,1.85,1250.0,Normal Grade,275.0,Export Near,Other,2510
3304,CR,Export,CRCF,0.5,1150.0,Normal Grade,0.0,Export Near,Other,2590
3306,CR,Export,CRCF,0.8,1250.0,Normal Grade,0.0,Export Near,Other,2390
3310,CR,Export,CRCF,1.25,1000.0,Normal Grade,0.0,Export Near,Other,2230
3315,CR,Export,CRCF,0.9593472478002865,977.7763648584101,Normal Grade,0.0,Export Near,Other,2390
3320,GI,Export,GCNF,0.47,914.0,Normal Grade,275.0,Export Far,FOB,2710
3321,GI,Export,GCCF,0.299,1038.0,Normal Grade,90.0,Export Far,FOB,2590
3335,GI,Local,GCNF,0.4,685.0,Normal Grade,80.0,Local Companies,Other,2350
3345,PP,Local,POPF,0.5,1250.0,Normal Grade,120.0,Local Traders,EXW,2170
3347,GI,Local,GCSF,1.0,1250.0,Normal Grade,60.0,Local Companies,EXW,2090
3350,PP,Local,POCF,0.7,1250.0,Normal Grade,180.0,Local Companies,EXW,1970
3353,CR,Local,CRRF,0.47,1231.48,Normal Grade,0.0,Local Companies,Other,2710
3356,CR,Local,CRSF,1.5,1000.0,Special Grade,0.0,Local Companies,EXW,2070
3360,PP,Local,POCF,0.5,1250.0,Normal Grade,180.0,Local Companies,EXW,1970
3362,Other,Local,HPSF,1.1400000000000001,1250.0,Normal Grade,0.0,Local Companies,EXW,1830
3365,GI,Local,GCSF,0.8,1250.0,Normal Grade,140.0,Local Companies,Other,2410
3366,GI,Local,GCSF,1.1400000000000001,1250.0,Normal Grade,140.0,Local Companies,Other,2210
3367,GI,Local,GCSF,0.8,1250.0,Normal Grade,140.0,Local Companies,EXW,2010
3387,PP,Local,PORF,0.45,1021.6,Normal Grade,100.0,Local Companies,EXW,2550
3394,CR,Local,CRRF,1.2,535.0,Normal Grade,0.0,Local Companies,Other,2630
3402,CR,Local,CRRF,0.9593472478002865,977.7763648584101,Normal Grade,0.0,Local Companies,Other,2710
3404,GI,Local,GARF,1.2,1244.0,Special Grade,80.0,Local Companies,EXW,2410
3411,GI,Local,GCSF,0.42000000000000004,792.2,Normal Grade,100.0,Local Companies,Other,2490
3412,CR,Local,CRRF,0.8,574.0,Normal Grade,0.0,Local Companies,EXW,2310
3414,PP,Local,POCF,0.7,1250.0,Normal Grade,180.0,Local Traders,EXW,1570
3416,PP,Local,POCF,0.5,1150.0,Normal Grade,180.0,Local Traders,EXW,1770
3425,PP,Local,POSF,0.4,495.0,Normal Grade,120.0,Local Companies,EXW,2410
3426,PP,Local,POSF,0.4,727.0,Normal Grade,120.0,Local Companies,EXW,2410
3428,PP,Local,POSF,0.4,572.0,Normal Grade,120.0,Local Companies,EXW,2410
3437,GI,Local,GCSF,1.25,1250.0,Normal Grade,275.0,Local Companies,Other,2410
3441,CR,Local,CRCF,1.2,1000.0,Normal Grade,0.0,Local Companies,Other,2030
3447,CR,Local,CRRF,0.9200000000000002,540.0,Normal Grade,0.0,Local Companies,EXW,2310
3452,CR,Local,CRSF,0.7,1150.0,Special Grade,0.0,Local Companies,Other,2070
3457,GI,Local,GCNF,0.5,748.0,Special Grade,100.0,Local Companies,EXW,2050
3458,GI,Local,GCRF,1.2,570.0,Special Grade,100.0,Local Companies,EXW,2330
3459,GI,Local,GCNF,1.0,922.0,Special Grade,100.0,Local Companies,EXW,2050
3460,GI,Local,GCNF,0.7,893.7,Special Grade,100.0,Local Companies,EXW,2050
3461,GI,Local,GCNF,0.6,896.0,Special Grade,100.0,Local Companies,EXW,2050
3462,GI,Local,GCRF,0.6,596.0,Special Grade,100.0,Local Companies,EXW,2330
3463,GI,Local,GCRF,0.5,526.0,Special Grade,100.0,Local Companies,EXW,2410
3465,GI,Local,GCNF,0.6,785.0,Special Grade,100.0,Local Companies,EXW,2050
3470,CR,Local,CRCF,0.6,1300.0,Special Grade,0.0,Local Companies,EXW,2090
3472,CR,Local,CRCF,0.6,1100.0,Special Grade,0.0,Local Companies,Other,2490
3474,GI,Local,GCCF,1.1400000000000001,1250.0,Normal Grade,60.0,Local Companies,Other,2030
3486,GI,Export,GCSF,2.0,1220.0,Normal Grade,120.0,Export Far,EXW,2950
3488,CR,Export,CRSF,0.8,1219.0,Normal Grade,0.0,Export Far,Other,3390
3489,CR,Export,CRSF,1.5,1219.0,Normal Grade,0.0,Export Far,Other,3190
3490,CR,Export,CRSF,2.0,1219.0,Normal Grade,0.0,Export Far,Other,3190
3491,CR,Export,CRSF,1.0,1219.0,Normal Grade,0.0,Export Far,Other,3390
3492,CR,Export,CRSF,1.2,1219.0,Normal Grade,0.0,Export Far,Other,3390
3493,GI,Export,GCSF,0.5,1219.0,Normal Grade,120.0,Export Far,Other,3310
3495,GI,Local,GCRF,0.35,540.1600000000001,Normal Grade,60.0,Local Companies,EXW,2530
3503,PP,Local,PONF,0.4,578.0,Normal Grade,100.0,Local Companies,Other,2490
3504,PP,Local,PONF,0.4,756.0,Normal Grade,100.0,Local Companies,Other,2490
3505,PP,Local,PONF,0.4,588.0,Normal Grade,100.0,Local Companies,EXW,2090
3511,CR,Local,CRCF,0.74,1219.0,Normal Grade,0.0,Local Traders,EXW,1830
3513,CR,Local,CRSF,0.7,1000.0,Normal Grade,0.0,Local Companies,Other,2490
3517,CR,Local,CRRF,2.0,964.0,Normal Grade,0.0,Local Companies,Other,2430
3532,GI,Export,GCCF,0.9280000000000002,1219.2,Special Grade,180.0,Export Far,FOB,2510
3537,CR,Export,CRCF,0.6,1120.0,Normal Grade,0.0,Export Near,Other,2510
3538,CR,Export,CRCF,0.8,1020.0,Normal Grade,0.0,Export Near,Other,2510
3539,CR,Export,CRCF,0.8,1220.0,Normal Grade,0.0,Export Near,Other,2510
3540,CR,Export,CRNF,0.8,920.0,Normal Grade,0.0,Export Near,Other,2630
3541,GI,Export,GCNF,1.5,960.0,Normal Grade,275.0,Export Near,Other,2550
3542,GI,Export,GHCF,2.0,964.0,Normal Grade,275.0,Export Near,Other,2430
3545,CR,Local,CRRF,0.6,500.0,Special Grade,0.0,Local Companies,Other,2490
3546,CR,Local,CRRF,0.5,585.0,Normal Grade,0.0,Local Companies,Other,2310
3547,CR,Local,CRRF,0.6,470.0,Special Grade,0.0,Local Companies,Other,2490
3548,CR,Local,CRRF,0.6,550.0,Special Grade,0.0,Local Companies,Other,2310
3569,GI,Export,GHCF,2.0,1250.0,Normal Grade,100.0,Export Near,FOB,1990
3570,GI,Export,GCCF,1.5,1250.0,Normal Grade,200.0,Export Near,FOB,1990
3571,GI,Export,GHCF,1.1400000000000001,1250.0,Normal Grade,275.0,Export Near,FOB,2190
3577,CR,Export,CRSF,2.0,1220.0,Normal Grade,0.0,Export Far,EXW,2790
3578,GI,Local,GCCF,0.8,1250.0,Normal Grade,275.0,Local Traders,Other,1830
3579,PP,Export,POCF,0.3,656.2,Normal Grade,80.0,Export Near,FOB,2850
3583,GI,Export,GCCF,1.372,1219.2,Special Grade,180.0,Export Far,Other,2710
3584,GI,Local,GHRF,2.0,390.0,Special Grade,275.0,Export Near,Other,3010
3586,GI,Local,GCCF,0.7,1219.0,Special Grade,180.0,Export Near,Other,2610
3587,GI,Local,GCRF,1.5,345.0,Special Grade,275.0,Export Near,EXW,2610
3592,GI,Local,GCCF,1.1400000000000001,1250.0,Normal Grade,275.0,Local Traders,Other,1830
3595,GI,Export,GCCF,0.6,1250.0,Normal Grade,140.0,Export Near,EXW,2510
3597,GI,Export,GCCF,1.1400000000000001,1250.0,Normal Grade,140.0,Export Near,EXW,2510
3601,PP,Local,POCF,0.5,1250.0,Normal Grade,180.0,Local Traders,Other,2170
3602,CR,Export,CRCF,0.5,1250.0,Normal Grade,0.0,Export Near,EXW,2590
3605,GI,Export,GCCF,0.45,1250.0,Normal Grade,80.0,Export Near,EXW,2310
3606,CR,Local,CRCF,0.8,1250.0,Normal Grade,0.0,Local Traders,FOB,1710
3609,GI,Export,GCCF,1.65,1250.0,Normal Grade,100.0,Export Near,EXW,1990
3614,CR,Local,CRNF,0.5,557.0,Normal Grade,0.0,Local Companies,EXW,1750
3621,CR,Local,CRSF,0.4,1250.0,Normal Grade,0.0,Local Companies,Other,2490
3622,GI,Export,GCSF,0.4,1220.0,Normal Grade,120.0,Export Far,EXW,3310
3628,CR,Local,CRRF,1.2,425.9,Special Grade,0.0,Local Companies,Other,2490
3630,PP,Local,POCF,0.5,1250.0,Normal Grade,180.0,Local Traders,Other,1770
3631,GI,Export,GCCF,1.4,1250.0,Normal Grade,140.0,Export Near,EXW,2310
3635,GI,Export,GHCF,1.1400000000000001,1250.0,Normal Grade,140.0,Export Near,Other,2150
3640,GI,Local,GCCF,0.7,1000.0,Normal Grade,275.0,Local Companies,Other,2430
3641,GI,Export,GCCF,0.25,1000.0,Normal Grade,100.0,Export Near,Other,2710
3642,GI,Export,GCCF,0.38,1250.0,Normal Grade,100.0,Export Near,Other,2510
3643,GI,Export,GCCF,1.066,1000.0,Normal Grade,275.0,Export Near,Other,2510
3644,GI,Export,GCCF,1.35,1250.0,Normal Grade,275.0,Export Near,Other,2510
3647,GI,Export,GHCF,2.0,1250.0,Special Grade,275.0,Export Near,Other,2690
3649,CR,Export,CRCF,1.35,1250.0,Normal Grade,0.0,Export Near,Other,2390
3650,CR,Export,CRCF,1.95,1250.0,Normal Grade,0.0,Export Near,EXW,1990
3652,GI,Local,GCCF,1.1400000000000001,1250.0,Normal Grade,120.0,Local Traders,EXW,1630
3662,CR,Local,CRCF,0.6,1160.0,Special Grade,0.0,Local Companies,EXW,2090
3663,CR,Local,CRCF,0.8,1260.0,Special Grade,0.0,Local Companies,Other,2090
3676,GI,Export,GCCF,0.8,1250.0,Normal Grade,100.0,Export Near,EXW,2510
3686,GI,Export,GCCF,1.8,1250.0,Normal Grade,100.0,Export Near,EXW,2310
3697,CR,Export,CRRF,0.35,540.1600000000001,Special Grade,0.0,Export Near,Other,3370
3702,PP,Local,PORF,0.4,538.0,Normal Grade,60.0,Local Companies,Other,2570
3707,GI,Export,GCCF,0.35,1000.0,Normal Grade,100.0,Export Near,Other,2710
3710,GI,Export,GCCF,1.1400000000000001,1250.0,Normal Grade,100.0,Export Near,Other,2510
3711,GI,Export,GCCF,0.47,1000.0,Normal Grade,100.0,Export Near,Other,2510
3712,GI,Export,GCCF,0.5,1000.0,Normal Grade,100.0,Export Near,EXW,2350
3719,GI,Export,GCCF,1.15,1250.0,Normal Grade,100.0,Export Near,Other,2510
3720,GI,Export,GCCF,1.17,1250.0,Normal Grade,100.0,Export Near,Other,2510
3721,GI,Export,GCCF,1.35,1250.0,Normal Grade,100.0,Export Near,EXW,2310
3725,GI,Export,GHCF,1.9,762.0,Normal Grade,100.0,Export Near,Other,2310
3732,GI,Export,GCCF,0.8,1250.0,Normal Grade,80.0,Export Near,Other,2510
3747,CR,Export,CRCF,1.5,1000.0,Normal Grade,0.0,Export Near,FOB,2390
3748,GI,Export,GCCF,1.2,1000.0,Normal Grade,100.0,Export Near,FOB,2110
3753,CR,Export,CRCF,0.5,1250.0,Normal Grade,0.0,Export Near,Other,2190
3754,GI,Export,GCCF,0.33,1000.0,Normal Grade,60.0,Export Near,Other,2630
3755,GI,Export,GHSF,0.8400000000000001,1220.0,Normal Grade,120.0,Export Far,EXW,3110
3758,Other,Local,FBCF,0.25,1000.0,Normal Grade,0.0,Local Companies,Other,2370
3762,GI,Export,GCCF,1.7,1250.0,Normal Grade,100.0,Export Near,Other,2310
3769,GI,Export,GCCF,1.25,1190.0,Normal Grade,330.0,Export Near,Other,2610
3770,GI,Export,GCCF,1.45,1220.0,Normal Grade,330.0,Export Near,Other,2610
3771,GI,Export,GCCF,1.6,1220.0,Normal Grade,275.0,Export Near,Other,2610
3780,GI,Export,GHCF,0.9593472478002865,977.7763648584101,Normal Grade,275.0,Export Near,Other,2430
3783,PP,Local,POCF,0.5,1219.0,Normal Grade,180.0,Local Companies,EXW,2150
3784,PP,Local,POCF,0.5,1219.0,Special Grade,275.0,Local Companies,EXW,2350
3785,PP,Local,POCF,0.7,1170.0,Normal Grade,180.0,Local Companies,Other,2550
3786,PP,Local,POCF,0.4,1065.0,Normal Grade,180.0,Local Companies,Other,2550
3790,GI,Export,GCSF,1.2,1219.0,Normal Grade,120.0,Export Far,Other,3310
3792,CR,Export,CRSF,2.0,1220.0,Normal Grade,0.0,Export Near,EXW,2410
3793,GI,Export,GCNF,0.86,870.0,Special Grade,275.0,Export Far,Other,3390
3796,GI,Export,GCCF,1.0,1219.0,Normal Grade,120.0,Export Far,FOB,2730
3801,GI,Export,GCCF,0.5,1000.0,Normal Grade,80.0,Export Near,EXW,2270
3802,GI,Export,GCCF,0.75,1000.0,Normal Grade,80.0,Export Near,Other,2430
3803,GI,Export,GCCF,0.75,1250.0,Normal Grade,80.0,Export Near,Other,2430
3805,GI,Export,GCCF,1.38,1250.0,Normal Grade,80.0,Export Near,Other,2230
3806,GI,Export,GCCF,1.48,1000.0,Normal Grade,80.0,Export Near,Other,2230
3809,GI,Export,GCSF,0.8,910.0,Normal Grade,275.0,Export Far,Other,3510
3810,GI,Export,GCSF,1.0,910.0,Normal Grade,275.0,Export Far,Other,3510
3811,GI,Export,GCSF,1.0,910.0,Normal Grade,275.0,Export Far,EXW,3350
3812,GI,Export,GCSF,1.2,910.0,Normal Grade,275.0,Export Far,Other,3510
3813,GI,Local,GCSF,1.0,690.5,Special Grade,120.0,Local Companies,Other,2590
